Requirement,Chapter,Sequence,SRS,Wave,Acceptance Test,Test Commit SHA,CI Workflow,CI Run Number,Immutable CI Run ID,Engineering Result,Engineering Status,Downstream Status,CI Job ID,Source
"REQ-47901","479","1","SRS-FR-2419","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-47902","479","2","SRS-FR-2420","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-47903","479","3","SRS-FR-2421","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-47904","479","4","SRS-FR-2422","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-47905","479","5","SRS-FR-2423","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-47906","479","6","SRS-FR-2424","W17","eper/tests/requirement-acceptance-wave-17.test.mjs","b106a996dd94f06c3de876d07171de5c14e30883","CI","82","36092821618","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48001","480","1","SRS-FR-2425","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48002","480","2","SRS-FR-2426","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48003","480","3","SRS-FR-2427","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48004","480","4","SRS-FR-2428","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48005","480","5","SRS-FR-2429","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48006","480","6","SRS-FR-2430","W18","eper/tests/requirement-acceptance-wave-18.test.mjs","eb69508ca5eda6df3c43980dbc34537301b08d1a","CI","85","36092947260","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48101","481","1","SRS-FR-2431","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48102","481","2","SRS-FR-2432","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48103","481","3","SRS-FR-2433","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48104","481","4","SRS-FR-2434","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48105","481","5","SRS-FR-2435","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48106","481","6","SRS-FR-2436","W19","eper/tests/requirement-acceptance-wave-19.test.mjs","893805bc40943d14b6f1f8268a85fec38e80b971","CI","86","36093003413","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48201","482","1","SRS-FR-2437","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48202","482","2","SRS-FR-2438","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48203","482","3","SRS-FR-2439","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48204","482","4","SRS-FR-2440","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48205","482","5","SRS-FR-2441","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48206","482","6","SRS-FR-2442","W20","eper/tests/requirement-acceptance-wave-20.test.mjs","d2111ccdb924587787c274427cd140700f07b00f","CI","89","36093381770","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48301","483","1","SRS-FR-2443","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48302","483","2","SRS-FR-2444","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48303","483","3","SRS-FR-2445","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48304","483","4","SRS-FR-2446","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48305","483","5","SRS-FR-2447","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48306","483","6","SRS-FR-2448","W21","eper/tests/requirement-acceptance-wave-21.test.mjs","2b5016ce9446dd32048dc7bf1b23937569ffee93","CI","91","36093456721","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48401","484","1","SRS-FR-2449","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48402","484","2","SRS-FR-2450","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48403","484","3","SRS-FR-2451","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48404","484","4","SRS-FR-2452","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48405","484","5","SRS-FR-2453","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48406","484","6","SRS-FR-2454","W22","eper/tests/requirement-acceptance-wave-22.test.mjs","a7d3105d6eb87011be2eeee59b0c721f14e38f78","CI","92","36093513610","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48501","485","1","SRS-FR-2455","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48502","485","2","SRS-FR-2456","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48503","485","3","SRS-FR-2457","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48504","485","4","SRS-FR-2458","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48505","485","5","SRS-FR-2459","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48506","485","6","SRS-FR-2460","W23","eper/tests/requirement-acceptance-wave-23.test.mjs","206094c28ea619eb59e6dd42ba3d7583dc82c9c8","CI","94","36093792409","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48601","486","1","SRS-FR-2461","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48602","486","2","SRS-FR-2462","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48603","486","3","SRS-FR-2463","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48604","486","4","SRS-FR-2464","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48605","486","5","SRS-FR-2465","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48606","486","6","SRS-FR-2466","W24","eper/tests/requirement-acceptance-wave-24.test.mjs","dbf256302c80e98c96fb22be7900f53173916720","CI","96","36093862224","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48701","487","1","SRS-FR-2467","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48702","487","2","SRS-FR-2468","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48703","487","3","SRS-FR-2469","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48704","487","4","SRS-FR-2470","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48705","487","5","SRS-FR-2471","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48706","487","6","SRS-FR-2472","W25","eper/tests/requirement-acceptance-wave-25.test.mjs","47fde87b4193c60cb12314699fea975664a72c55","CI","97","36093919583","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48801","488","1","SRS-FR-2473","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48802","488","2","SRS-FR-2474","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48803","488","3","SRS-FR-2475","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48804","488","4","SRS-FR-2476","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48805","488","5","SRS-FR-2477","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48806","488","6","SRS-FR-2478","W26","eper/tests/requirement-acceptance-wave-26.test.mjs","06f09a22f0cce2689a3e77cfa212a973947ff164","CI","99","36094001039","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48901","489","1","SRS-FR-2479","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48902","489","2","SRS-FR-2480","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48903","489","3","SRS-FR-2481","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48904","489","4","SRS-FR-2482","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48905","489","5","SRS-FR-2483","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-48906","489","6","SRS-FR-2484","W27","eper/tests/requirement-acceptance-wave-27.test.mjs","e20f83c62f46ab9d897bc4b534d22d3acbc56126","CI","101","36094061767","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49001","490","1","SRS-FR-2485","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49002","490","2","SRS-FR-2486","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49003","490","3","SRS-FR-2487","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49004","490","4","SRS-FR-2488","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49005","490","5","SRS-FR-2489","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49006","490","6","SRS-FR-2490","W28","eper/tests/requirement-acceptance-wave-28.test.mjs","01d585ac526af1e616af2f94f1c90a9b7a615f9d","CI","103","36094145724","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49101","491","1","SRS-FR-2491","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49102","491","2","SRS-FR-2492","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49103","491","3","SRS-FR-2493","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49104","491","4","SRS-FR-2494","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49105","491","5","SRS-FR-2495","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49106","491","6","SRS-FR-2496","W29","eper/tests/requirement-acceptance-wave-29.test.mjs","2e1dfbd50a4ae5984a2b18e3244bb0cb4d706f57","CI","105","36094222716","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49201","492","1","SRS-FR-2497","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49202","492","2","SRS-FR-2498","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49203","492","3","SRS-FR-2499","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49204","492","4","SRS-FR-2500","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49205","492","5","SRS-FR-2501","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49206","492","6","SRS-FR-2502","W30","eper/tests/requirement-acceptance-wave-30.test.mjs","dc9e3d1dc331bc7eb22c7ea4564af99ab7008e26","CI","107","36094294588","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49301","493","1","SRS-FR-2503","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49302","493","2","SRS-FR-2504","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49303","493","3","SRS-FR-2505","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49304","493","4","SRS-FR-2506","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49305","493","5","SRS-FR-2507","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49306","493","6","SRS-FR-2508","W31","eper/tests/requirement-acceptance-wave-31.test.mjs","387b39e1b0f222667674ea07e273e60e5b683272","CI","109","36094371609","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49401","494","1","SRS-FR-2509","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49402","494","2","SRS-FR-2510","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49403","494","3","SRS-FR-2511","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49404","494","4","SRS-FR-2512","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49405","494","5","SRS-FR-2513","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49406","494","6","SRS-FR-2514","W32","eper/tests/requirement-acceptance-wave-32.test.mjs","82cb2239f31ae472ec697f93a702a0663d5ff938","CI","111","36094434996","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
"REQ-49501","495","1","SRS-FR-2515","W33","eper/tests/requirement-acceptance-wave-33.test.mjs","d095e6532b9c2d97de9770f33d1c1ece5aa7e4bf","CI","113","36094568017","PASS","ENGINEERING_PASS","107936673046","DOWNSTREAM_PENDING","GitHub Actions exact head-SHA recovery"
